,url,text,title
0,https://www.hamshahrionline.ir/news/680050/پسر-فرامرز-قریبیان-فیلم-کمدی-می-سازد,"به گزارش همشهری آنلاین،‌ محسن شایانفر که تهیه کنندگی فیلم سینمایی سکه شانس را بر عهده دارد، گفت: به تازگی درخواست پروانه ساخت فیلم سینمایی سکه شانس را به وزارت فرهنگ و ارشاد اسلامی ارشاد ارائه داده‌ام و طبق برنامه ریزی‌های انجام شده، فیلم را تا نیمه اول تیرماه کلید خواهیم زد.

او ادامه داد: این فیلم سینمایی از مضمون طنز برخوردار است و با رویکردی تحلیلی به اختلاف طبقاتی و فاصله میان زندگی مردم می پردازد.

شایان‌فر درباره کارگردانی این فیلم سینمایی نیز توضیح داد: در حال حاضر سام قریبیان کارگردانی سکه شانس را قرارداد بسته تا پس از فیلم ۳۶۰ درجه آن را برای سینما بسازد. البته ما از ۲ سال قبل مقدمات تولید فیلم را آغاز کردیم اما به دلیل شیوع کرونا ساخت آن متوقف شد. در حال حاضر نیز مهدی بدرلو به ععنوان مجری طرح و فرزین فرزادنیا به عنوان مدیر تولید با ما همکاری خواهند داشت. فیلمنامه این اثر با طرحی از خودم توسط سولماز فرخ منش نوشته شده و بازیگران بسیاری در آن حضور خواهند داشت که البته هنوز قراردادی با هیچ بازیگری منعقد نشده است.

شایان‌فر که تهیه کنندگی مجموعه تلویزیونی حکایت‌های کمال را هم برعهده داشت، درباره ساخت فصل دوم سریال گفت: فیلمنامه سریال آماده است و همان طور که می دانید برای این سریال دکورهای ماندگاری در شهرک سینمایی غزالی ساخته شد. اما مدیران تلویزیون عزم جدی برای تولید فصل دوم نداشتند و حالا با تغییر مدیران نیز مشخص نیست که سرنوشت فصل دوم سریال چه خواهد شد.",پسر فرامرز قریبیان فیلم کمدی می‌سازد
1,https://www.hamshahrionline.ir/news/680050/%D9%BE%D8%B3%D8%B1-%D9%81%D8%B1%D8%A7%D9%85%D8%B1%D8%B2-%D9%82%D8%B1%DB%8C%D8%A8%DB%8C%D8%A7%D9%86-%D9%81%DB%8C%D9%84%D9%85-%DA%A9%D9%85%D8%AF%DB%8C-%D9%85%DB%8C-%D8%B3%D8%A7%D8%B2%D8%AF,"به گزارش همشهری آنلاین،‌ محسن شایانفر که تهیه کنندگی فیلم سینمایی سکه شانس را بر عهده دارد، گفت: به تازگی درخواست پروانه ساخت فیلم سینمایی سکه شانس را به وزارت فرهنگ و ارشاد اسلامی ارشاد ارائه داده‌ام و طبق برنامه ریزی‌های انجام شده، فیلم را تا نیمه اول تیرماه کلید خواهیم زد.

او ادامه داد: این فیلم سینمایی از مضمون طنز برخوردار است و با رویکردی تحلیلی به اختلاف طبقاتی و فاصله میان زندگی مردم می پردازد.

شایان‌فر درباره کارگردانی این فیلم سینمایی نیز توضیح داد: در حال حاضر سام قریبیان کارگردانی سکه شانس را قرارداد بسته تا پس از فیلم ۳۶۰ درجه آن را برای سینما بسازد. البته ما از ۲ سال قبل مقدمات تولید فیلم را آغاز کردیم اما به دلیل شیوع کرونا ساخت آن متوقف شد. در حال حاضر نیز مهدی بدرلو به ععنوان مجری طرح و فرزین فرزادنیا به عنوان مدیر تولید با ما همکاری خواهند داشت. فیلمنامه این اثر با طرحی از خودم توسط سولماز فرخ منش نوشته شده و بازیگران بسیاری در آن حضور خواهند داشت که البته هنوز قراردادی با هیچ بازیگری منعقد نشده است.

شایان‌فر که تهیه کنندگی مجموعه تلویزیونی حکایت‌های کمال را هم برعهده داشت، درباره ساخت فصل دوم سریال گفت: فیلمنامه سریال آماده است و همان طور که می دانید برای این سریال دکورهای ماندگاری در شهرک سینمایی غزالی ساخته شد. اما مدیران تلویزیون عزم جدی برای تولید فصل دوم نداشتند و حالا با تغییر مدیران نیز مشخص نیست که سرنوشت فصل دوم سریال چه خواهد شد.",پسر فرامرز قریبیان فیلم کمدی می‌سازد
2,https://www.hamshahrionline.ir/news/680089/%D8%B3%D8%A7%D8%AE%D8%AA-%D9%85%D8%AC%D9%85%D9%88%D8%B9%D9%87-%D9%85%D8%B3%D8%AA%D9%86%D8%AF-%D8%AF%D8%B1%D8%A8%D8%A7%D8%B1%D9%87-%D9%BE%D8%B1%D9%88%D9%86%D8%AF%D9%87-%D9%82%D8%A7%D8%AA%D9%84-%D8%B3%D8%B1%DB%8C%D8%A7%D9%84%DB%8C-%D8%AF%D9%87%D9%87-%DB%B6%DB%B0,"به گزارش همشهری آنلاین، پروژه‌ای مستند درباره اولین و بزرگترین پرونده قاتل سریالی دهه ۶۰ در شهرک سینمایی غزالی با دستور رییس پلیس آگاهی انتظامی کشور کلید خورد.

«قاتلی با طناب سفید» براساس روایت مشهورترین کارآگاهان بازنشسته پلیس آگاهی در دهه ۶۰ با حضور سردار سرتیپ قنبری رییس پلیس آگاهی انتظامی کشور و جمعی از معاونان و مسئولان کشوری و مدیران فرهنگی جلوی دوربین رفت.

در این مجموعه مستند سینمایی قرار است از روایت ها و خاطرات نفس گیر و مهیج کارآگاهان دهه ۶۰ و دهه های دیگر مجموعه مستندهای جذاب و پرمخاطب فصلی تهیه و تولید شود و در آنها به تیزهوشی کاراگاهان زبده و خبره پلیس پرداخته شود.

سرهنگ حمید اندرزچمنی به عنوان طراح، مجری طرح و سرپرست نویسندگان، سام یکتا تهیه کننده، این پروژه را همراهی می‌کنند.

منبع: خبرگزاری صبا",ساخت مجموعه‌ مستند درباره پرونده قاتل سریالی دهه ۶۰
3,https://www.hamshahrionline.ir/news/680095/%D8%B3%D8%B9%DB%8C%D8%AF%DB%8C%D8%A7%D9%86-%D8%AC%D8%B4%D9%86%D9%88%D8%A7%D8%B1%D9%87-%DA%A9%D9%86-%D8%A8%D9%87-%D8%AA%D9%81%DA%A9%D8%B1-%D9%85%D9%82%D8%A7%D8%A8%D9%84%D9%87-%D8%A8%D8%A7-%D8%A7%D8%B3%D9%84%D8%A7%D9%85-%D8%B4%DB%8C%D8%B9%DB%8C-%D8%AC%D8%A7%DB%8C%D8%B2%D9%87-%D8%AF%D8%A7%D8%AF-%D9%86%D9%87,"به گزارش همشهری آنلاین، حجت‌الاسلام علی سعیدیان کارشناس حوزه دین و فرهنگ درباره فیلم «عنکبوت مقدس» اظهار داشت: در خصوص این فیلم با چند نفر که در حوزه فیلمسازی مسلط هستند و یا در خارج از کشور حضور داشتند و فیلم را مشاهده کرده‌اند، گفت‌وگو کرده‌ام. این فیلم محتوا و اتفاق خاصی ندارد که بگوییم به واسطه سناریوی خوب، بازی‌های قوی و… مورد توجه قرار گرفته و جایزه برده است. این فیلم براساس اعلام رسمی جشنواره کن، از نگاه مردم یکی از ضعیف‌ترین آثار بوده است.

فیلم «عنکبوت مقدس» چه توهینی به امام رضا (ع) کرده است؟

وی با اشاره به اینکه این فیلم بنا دارد بگوید افراد مرتبط با حرم امام رضا (ع) مسبب فجایع و قتل‌های مشهد بودند، گفت: این در حالی است که افراد مرتبط با حرم امام رضا (ع) هیچ شباهتی به فرد نشان داده شده در این فیلم که به نام و ادعای دین این اقدامات را انجام می‌دهد، ندارند. نباید دین خودساخته او را به امام رضا (ع) ارتباط دارد. در این فیلم سرمنشاء تار عنکبوت تنیده شده در مشهد، حرم امام رضا (ع) نشان داده شده است، اما این امام رئوف هیچگاه حکم به هتک حرمت نداده است.

سعیدیان با بیان اینکه تهیه‌کنندگان و مخاطبان این فیلم را به مطالعه سیره امام رضا (ع) و اجدادش دعوت می‌کنم، گفت: امام رضا (ع) و پدرش امام کاظم (ع) بارها در خصوص حفظ آبروی افراد سخن گفته‌اند و در روایتی از امام رضا (ع) داریم که خدا لعنت کند، فردی را که آبروی مومنی را ببرد.

بنا دارند اقشار دینی را خشن نشان دهند

این سخنران مذهبی گفت: در فیلم نشان دادند که فردی با توسل به امام رضا (ع) این فجایع را پیش می‌برد و می‌خواهند القا کنند که با تبعیت از ایشان، این اقدامات را کرده است. این در حالی است که این نگاه فردی او بوده و ارتباطی به امام رضا (ع) ندارد و نباید تعمیم داد. در این فیلم به دنبال آن هستند که اقشار دینی و متمسکان امامان (ع) را خشن نشان دهند. بنا دارند بگویند همین اقدام را هم با خانم ابراهیمی کرده‌اند.

اقشار دینی مدافعان زهرا امیرابراهیمی در روزهای سیاهش بودند

وی در بیانی خطاب به زهرا ابراهیمی بازیگر این فیلم گفت: آن دوره‌ای که شما به نامردی مورد هجمه و توهین در ایران بودید، تنها قشری که پای شما ایستاد، همین مذهبی‌ها و دین‌داران بودند. دفاتر مراجع تقلید حکم حفظ حرمت و شانیت شما دادند. این افراد متصل به دین و همین امام رئوف بودند. اقشاری که امروز برای شما سوت و کف می‌زنند، همان روزها به دنبال تماشای حریم خصوصی شما بودند. درباره آن دوران دوباره بررسی کنید.

سعیدیان تصریح کرد: خانم ابراهیمی ضعیف‌ترین شخصیتی بود که می‌توانستند برای این فیلم انتخاب کنند که خطاهایی در گذشته داشت و با همین انگیزه سراغ او رفتند؛ زیرا می‌دانستند در رسانه‌ها برجسته خواهد شد.

تحقیر ایران و ایران‌هراسی هدف دوم فیلم «عنکبوت مقدس»

این سخنران مذهبی با بیان اینکه دومین هدف این فیلم حمله به ایران و ایرانی بودن است، گفت: چرا این فیلم را در شهر پیشرفته ضبط نکردند؟ شهرهای بزرگ ایران از نظر زیبایی، کم از میلان ندارد. چرا این فیلم را در پاریس ضبط نکردند؟ شهر مشهد از لحاظ امکانات و جلوه بصری کم ندارد. در این فیلم تلاش کردند ایرانیان را به دور از تکنولوژی و پیشرفت نشان دهند و مشهد را بی‌آب و علف جلوه دهند.

وی با بیان اینکه تخریب ایران و تحقیر ایرانیان، هدف سازندگان این فیلم است، گفت: آن‌ها این اقدامات را سال‌هاست با تلاش رسانه‌ای خود پیش برده‌اند؛ تا حدی که تصور مردم کشورهای مختلف اروپا این است که ایرانیان در کشوری بی‌آب و علف زندگی می‌کنند. بزرگ‌ترین خیانت این فیلم به ایرانیان است که تلاش کردند نشان دهند ایران کشوری متحجر است و افراد متحجری چون بازیگر فیلم دارد.

تفکر مقابله با اسلام شیعی، جایزه برد نه زهرا امیرابراهیمی

سعیدیان با بیان اینکه در این فیلم به امام رضا (ع) و مضامین دینی هم خیانت شده است، خاطرنشان کرد: خانم ابراهیمی باید بداند او و فیلمش در این جشنواره جایزه کسب نکرده‌اند؛ بلکه تفکر مقابل با ایران، اسلام شیعی و ترویج این اسلام است که برنده جایزه شده‌اند.

به گزارش فارس، فیلم «عنکبوت مقدس» که محصول مشترک کشورهای غربی دانمارک، آلمان، سوئد و فرانسه است با نمایش سیاه‌نمایی علیه ایران و با اهداف سیاسی وارد جشنواره کن شد و به دلیل همین برنامه‌ریزی‌های سیاسی، اتفاقاً در بخش بهترین بازیگر زن نیز جایزه‌اش را به یکی از بازیگران ایرانی مهاجرت کرده اهدا کرد. در نمایی از این فیلم، نام آن یعنی «عنکبوت مقدس» روی تصویر مشهد با مرکزیت حرم مطهر امام رضا (ع) نمایش داده شده و حالا همین نمای اهانت‌آمیز در تیزر رسمی این فیلم منتشر شده و به پوستر این فیلم در فضای مجازی نیز تبدیل شده است.",سعیدیان: جشنواره کن به تفکر مقابله با اسلام شیعی جایزه داد، نه زهرا امیرابراهیمی
4,https://www.hamshahrionline.ir/news/680093/سرقت-عجیب-در-پوشش-لباس-سبز-شهرداری-اعتراف-به-٣٠-فقره-دزدی,"به گزارش همشهری آنلاین به نقل از پایگاه خبری پلیس، سرهنگ دوستعلی جلیلیان در این باره اضافه کرد: در پی وقوع چند فقره سرقت محتویات خودرو در محدوده باقرشهر دستگیری سارق یا سارقان در دستور کار تیم عملیات کلانتری ۱۷۵ باقرشهر قرار گرفت.

او افزود: با رصدهای اطلاعاتی و اقدامات تخصصی مشخص شد ۲ سارق با سوء استفاده از لباس شهرداری و استفاده از یک دستگاه خودروی تیبا سفید رنگ سرقت‌ها را انجام می‌دهند. متعاقب دریافت این گزارش‌ها، چهره متهمان شناسایی شد و در اختیار عوامل گشت نیروی انتظامی قرار گرفت.

فرمانده انتظامی شهرستان ری ادامه داد: با پوشش‌دهی نقاط جرم خیز و گشت زنی‌های هدفمند، متهمان در حال پرسه زنی با خودروشان مشاهده و در یک اقدام ضربتی خودرو متوقف و هر ۲ متهم دستگیر شدند.

این مقام انتظامی ادامه داد: در بازدید از خودروی سارقان یک عدد ساب باکس و یک عدد جک خودرو و یک عدد زاپاس خودرو، تعداد زیادی ابزارآلات و یک لباس تقلبی سبز شهرداری کشف شد.

سرهنگ جلیلیان در پایان با اشاره به اینکه متهمان دارای سوابق کیفری بودند، گفت: در تحقیقات انجام شده متهمان به ۳۰ فقره سرقت معترف و پس از شناسایی مال باختگان، متهمان تحویل مراجع قضایی شدند.",سرقت عجیب در پوشش لباس سبز شهرداری| اعتراف به ٣٠ فقره دزدی
5,https://www.hamshahrionline.ir/news/680041/%D8%A8%D8%A8%DB%8C%D9%86%DB%8C%D8%AF-%D8%B4%D9%85%D8%A7%D8%B1-%D8%AC%D8%A7%D9%86%D8%A8%D8%A7%D8%AE%D8%AA%DA%AF%D8%A7%D9%86-%D8%AD%D8%A7%D8%AF%D8%AB%D9%87-%D9%85%D8%AA%D8%B1%D9%88%D9%BE%D9%84-%D8%A2%D8%A8%D8%A7%D8%AF%D8%A7%D9%86-%D8%A8%D9%87-%DB%B3%DB%B2-%D9%86%D9%81%D8%B1-%D8%B1%D8%B3%DB%8C%D8%AF,"تجهیزات جدید آواربرداری و امداد رسانی در محل حادثه متروپل مستقر شده اند. برای کشف پیکر فوتی‌ها، کار با ابزار آلات ماشینی متوقف و بصورت دستی انجام می‌شود. به علت ناپایداری ساختمان های مجاور خانواده ها اجازه حضور در منطقه را ندارند و فقط تیم های تخصصی و ماشین آلات در متروپل حضور دارند.

دریافت 3 MB به گزارش همشهری آنلاین، استاندار خوزستان گفت: با خارج کردن یک پیکر از زیر آوار آمار جانباختگان حادثه متروپل آبادان به ۳۲ نفر افزایش یافت. کد خبر 680041",ببینید | شمار جانباختگان حادثه متروپل آبادان به ۳۲ نفر رسید
6,https://www.hamshahrionline.ir/news/680087/%DA%AF%D8%B3%D8%AA%D8%B1%D8%B4-%DB%8C%DA%A9-%D8%A8%DB%8C%D9%85%D8%A7%D8%B1%DB%8C-%D9%88%DB%8C%D8%B1%D9%88%D8%B3%DB%8C-%D8%AC%D8%AF%DB%8C%D8%AF-%D8%AF%D8%B1-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86-%D8%A7%DA%AF%D8%B1-%D9%85%D8%A8%D8%AA%D9%84%D8%A7-%D8%B4%D8%AF%DB%8C%D9%85-%DA%86%D9%87-%DA%A9%D9%86%DB%8C%D9%85,"به گزارش همشهری آنلاین، محمد مهدی گویا گفت: موارد اسهال ویروسی که به صورت طغیانی در بعضی از مناطق کشور مشاهده می‌شود، نسبت به سال گذشته افزایش ۲.۷ برابری داشته است.

وی افزود: ظرف دو ماه گذشته حدود ۳۰ هزار مورد اسهال در سیستم ثبت اطلاعات نظام سلامت کشور به ثبت رسیده که به نظر می‌رسد حدود ۶۵ درصد از کل اسهال‌های کشور را شامل می‌شود.

رئیس مرکز مدیریت بیماری‌های واگیر با بیان اینکه تمام مواردی که ثبت شده از نظر بیماری وبا کنترل شده و همگی منفی بوده اند، بیان داشت: هرچند تا پایان مهر سیستم سلامت کشور برای تشخیص فوری و مراقبت از بیماری وبا و سایر بیماری‌های اسهالی در آماده باش قرار دارد و شاید هنوز زود باشد که در مورد سال جاری قضاوت شود، اما آنچه اکنون مشاهده می‌شود افزایش موارد بیماری اسهالی ویروسی است.

گویا ادامه داد: عمده موارد بیماران بررسی شده مربوط به اسهال ویروسی بودند و اکنون نیز این بیماری شایع است و لازم است هموطنان نکات بهداشتی در رابطه با پیشگیری از این بیماری را به دقت رعایت کنند.

وی با اشاره به اینکه انتهای فصل بهار، تابستان و حتی ماه مهر فصولی هستند که موارد مبتلا به بیماری‌های اسهال افزایش می‌یابد، گفت: عمده این موارد ناشی از مصرف آب غیربهداشتی و لوله کشی نشده و همچنین میوه و سبزیجاتی که خوب ضدعفونی نشده اند، هستند.

رئیس مرکز مدیریت بیماری‌های واگیر اظهار داشت: این موارد تقریباً در همه استان‌های کشور دیده می‌شود ولی در استان‌های گرمسیری به نسبت استان‌های دیگر شایع‌تر است.

گویا افزود: مهم‌ترین بیماری که در بین بیماری‌های اسهالی برای نظام سلامت کشور اهمیت دارد اول بیماری وبا و بعد اسهال‌های خونی است که معمولاً منشأ باکتریایی دارند.

وی با اشاره به اینکه در بعضی از سال‌ها موارد بیماری‌های اسهالی بیشتر از سال‌های قبل است، گفت: یکی از عوامل تأثیرگذاری در افزایش موارد بیماری‌های اسهالی بارندگی‌های کم سال قبل و استفاده از آب‌های غیرمطمئن به دلیل کمبود منابع آب آشامیدنی تصفیه شده در آن سال خاص، است.

رئیس مرکز مدیریت بیماری‌های واگیر بیان کرد: سال جاری هم شاهدیم که موارد بیماری‌های اسهالی افزایش یافته است. بنابراین مردم عزیز در هنگام مسافرت و صرف غذا در بیرون از منزل از یکسو و از سوی دیگر رعایت بهداشت فردی به ویژه شستشوی دست و رعایت نکات ضدعفونی در هنگام مصرف میوه جات و سبزیجات دقت لازم را به عمل آورند.

وی افزود: تمام دانشگاه‌های علوم پزشکی کشور که وظیفه کنترل این بیماری‌ها را به عهده دارند از ابتدای سال جاری در وضعیت آماده باش به سر می‌برند. اقدامات لازم صورت گرفته، نمونه‌های مدفوع بیماران بررسی شده و نکات لازم به دانشگاه‌ها اعلام شده است.

گویا ادامه داد: به نظر می‌رسد بر اساس آنچه اکنون شاهد هستیم در رابطه با بیماری‌های اسهالی تابستان سختی در پیش رو داشته باشیم. بنابراین انتظار داریم هموطنان عزیز نهایت همکاری را با نظام سلامت کشور به عمل آورند.

وی یادآور شد: تاکنون ۱۶۹۲ مورد بیماری در کشور از ابتدای سال جاری در رابطه با مسمویت غذایی به ثبت رسیده که همه موارد ناشی از مواد غذایی خوب نگهداری نشده بوده است.

گویا در پایان گفت: اقدامات کنترلی توسط دانشگاه‌های علوم پزشکی صورت گرفته و ۸۸ درصد موارد ظرف ۲۴ تا ۴۸ ساعت تشخیص داده شده و منابع آلوده کننده نیز تحت کنترل قرار گرفته است.",گسترش یک بیماری ویروسی جدید در ایران | اگر مبتلا شدیم چه کنیم؟
7,https://www.hamshahrionline.ir/news/680086/%D9%BE%DB%8C%DA%A9%D8%B1-%DB%8C%DA%A9-%D8%A2%D8%A8%D8%A7%D8%AF%D8%A7%D9%86%DB%8C-%D8%AF%DB%8C%DA%AF%D8%B1-%D8%A7%D8%B2-%D8%B2%DB%8C%D8%B1-%D8%A2%D9%88%D8%A7%D8%B1-%D8%AE%D8%A7%D8%B1%D8%AC-%D8%B4%D8%AF-%D8%A2%D8%AE%D8%B1%DB%8C%D9%86-%D8%A2%D9%85%D8%A7%D8%B1-%D8%AC%D8%A7%D9%86%D8%A8%D8%A7%D8%AE%D8%AA%DA%AF%D8%A7%D9%86,"به گزارش همشهری آنلاین، صادق خلیلیان استاندار خوزستان اظهار کرد: دقایقی پیش یک پیکر از زیر آوار خارج شد و آمار جانباختگان حادثه متروپل آبادان به ۳۲ نفر افزایش یافت.

وی افزود: از رسانه‌ها تقاضا داریم آمار را از مراجع رسمی دریافت کنند چراکه ممکن است برخی از آمبولانس‌ها حامل اجزای پیکری دیگر باشند لذا مجموع درست اجساد از طریق مسوولان مربوطه اعلام و اطلاع رسانی خواهد شد.

بامداد دوشنبه نیز دو پیکر دیگر از زیر آوارهای متروپل آبادان خارج شده بود.

متروپل آبادان معروف به برج دوقلو ظهر روز دوم خرداد ماه فروریخت که از همان دقایق نخست عملیات آوار برداری و امداد رسانی آغاز شد.",پیکر یک آبادانی دیگر از زیر آوار خارج شد | آخرین آمار جانباختگان حادثه متروپل آبادان
8,https://www.hamshahrionline.ir/news/680084/%D8%A7%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%A7%D8%B1-%D8%B3%D8%A7%D8%A8%D9%82-%D8%AE%D9%88%D8%B2%D8%B3%D8%AA%D8%A7%D9%86-%D8%A8%D8%A7%DB%8C%D8%AF-%D8%AF%D8%B1-%D8%AD%D8%A7%D8%AF%D8%AB%D9%87-%D9%85%D8%AA%D8%B1%D9%88%D9%BE%D9%84-%D9%BE%D8%A7%D8%B3%D8%AE%DA%AF%D9%88-%D8%A8%D8%A7%D8%B4%D8%AF,"به گزارش همشهری‌آنلاین، مجتبی شاکری با اشاره به لزوم محاکمه مقصران حادثه متروپل، گفت: ماجرای متروپل فرصت جدیدی است تا ما بخشی از عملکرد و بی‌عملی برخی از مسئولان را ببینیم که چقدر در سرنوشت و آینده مردم نقش داشته‌اند.

دبیرکل جمعیت جانبازان انقلاب اسلامی اضافه کرد: در حال حاضر ما فهرست بلندی از ساختمان‌هایی که تاب‌آوری لازم را ندارند و در معرض تخریب هستند، داریم که باید درباره آنها فکر جدی شود چراکه مانند متروپل‌هایی است که احتمال دارد در آینده مشکل‌ساز شوند.

وی با بیان اینکه دستگاه‌های مختلفی در این قضیه نقش داشته‌اند، اظهار داشت: کسانی که درباره عدم تاب‌آوری ساختمان به آنها گزارش و هشدار داده شد اما اعتنایی نکردند، امروز در معرض اتهام هستند در حالی که شهرداری باید وارد عمل می‌شد و استاندار سابق نیز باید نقش خود را در مورد این مسئله روشن کند لذا مردم باید در این حادثه به جمع‌بندی درستی برسند.

شاکری تصریح کرد: حادثه متروپل، حادثه‌ای نابخشودنی است و باید از رخ دادن سرنوشت مشابه برای ساختمان‌های دیگر، جلوگیری کرد بنابراین لازم است شهرداری‌ و شوراهای کشوری جلسات فوق‌العاده تشکیل دهند و این عدم نارسایی کنترل شود تا مسئله تنها به شناسایی و مجازات مجرمین منتهی نشود.

وی با تأکید بر اینکه بخشی از مطالب که جنبه قضایی دارد باید در محکمه‌ بررسی شود، تصریح کرد: به نظر من باید شهرداری‌ها، فرمانداری و استانداری‌ها در کنترل و نظارت بر شهر، دقت لازم را داشته باشند.

دبیرکل جمعیت جانبازان انقلاب اسلامی ابراز داشت: استاندار سابق که برخی مدارک حاکی از نقش ایشان در ساخت و ساز غیراستاندارد در استان خوزستان است باید اسناد و مدارک خود را به دادگاهی که صلاحیت بررسی دارد، ارائه دهد تا مردم از اتفاقات اطلاع پیدا کنند.

شاکری در پایان یادآور شد: اطلاع‌رسانی دیرهنگام باعث می‌شود که بار عملکرد دولت‌های قبلی که هیچ ربطی به دولت سیزدهم ندارد بر دوش این دولت بیفتد.",استاندار سابق خوزستان باید در حادثه متروپل پاسخگو باشد
9,https://www.hamshahrionline.ir/news/680092/%D8%AA%D8%B5%D8%A7%D9%88%DB%8C%D8%B1-%D8%AD%D9%88%D8%A7%D8%B4%DB%8C-%D8%A2%D8%AE%D8%B1%DB%8C%D9%86-%D8%A8%D8%A7%D8%B2%DB%8C-%D8%A7%D8%B3%D8%AA%D9%82%D9%84%D8%A7%D9%84-%DA%A9%D9%86%D8%A7%DB%8C%D9%87-%D9%87%D9%88%D8%A7%D8%AF%D8%A7%D8%B1%D8%A7%D9%86-%D8%A8%D9%87-%DA%AF%D8%B2%D8%A7%D8%B1%D8%B4%DA%AF%D8%B1,"به گزارش همشهری آنلاین تیم فوتبال استقلال در هفته پایانی لیگ برتر میزبان نفت مسجدسلیمان است و پس از این بازی در حضور حداکثری هواداران روی سکوهای ورزشگاه آزادی جشن قهرمانی آبی‌ها در فصل بیست و یکم لیگ برتر برگزار خواهد شد.

* با توجه به حضور حداکثری هواداران استقلال در ورزشگاه آزادی مسیرهای منتهی به این ورزشگاه بسته شده و ترافیک سنگینی در حال شکل‌گیری است.

* بسیاری از هواداران استقلال که قادر به رفتن به ورزشگاه با وسیله نقلیه نیستند با پای پیاده خودشان را به استادیوم می‌رسانند.

هنگام ورود طرفداران استقلال به ورزشگاه، تعدادی از آنها با محمدرضا احمدی گزارشگر بازی و مجری برنامه فوتبال برتر روبi رو شدند. آنها با کنایه به او گفتند تیم شما قهرمان نشد و چرا به ورزشگاه آزادی آمده‌ای?! احمدی نیز به شوخی پاسخ داد که پولش را می‌گیرد!

د

ر حالیکه برای ورود خبرنگاران به داخل ورزشگاه سخت‌گیری‌هایی صورت می‌گیرد، تعداد زیادی از هواداران استقلال در تونل ورزشگاه آزادی حاضر هستند و با تابلوهای سکوی قهرمانی عکس یادگاری می‌گیرند.

*اتوبوس بازیکنان استقلال هم در میان تشویق هواداران وارد ورزشگاه شد.

*ملی پوشان استقلال به همراه سایر بازیکنان راهی رختکن شدند. مرادمند هم در میان بازیکنان استقلال حضور دارد.

*فرزاد مجیدی هم در رختکن آبی پوشان حاضر شد. تعدادی هوادار و میهمان هم با تیم به رختکن تیم رفتند.",تصاویر | حواشی آخرین بازی استقلال | کنایه هواداران به گزارشگر مطرح و بازگشت مربی و بازیکن خبرساز به جمع آبی ها
